job_male,job_female,similarity,img_similarity,text_similarity,job_male_ratio,job_female_ratio,job_male_label,job_female_label,job_male_1_class,job_male_2_class,job_male_3_class,job_female_1_class,job_female_2_class,job_female_3_class
Surgeon,Physician assistant,0.7767385458568719,0.9365234375,0.8125,20.0,68.8,Professional and related occupations,Professional and related occupations,"Management, professional, and related occupations",Professional and related occupations,Healthcare practitioners and technical occupations,"Management, professional, and related occupations",Professional and related occupations,Healthcare practitioners and technical occupations
First-line supervisor of production and operating workers,First-line supervisor of office and administrative support workers,0.7767165644531393,0.8623046875,0.89306640625,23.5,65.8,"Production, transportation, and material moving occupations",Sales and office occupations,"Production, transportation, and material moving occupations",Production occupations,-,Sales and office occupations,Office and administrative support occupations,-
Web developer,Insurance sales agent,0.7745367419163387,0.939453125,0.80712890625,19.4,54.9,Professional and related occupations,Sales and office occupations,"Management, professional, and related occupations",Professional and related occupations,Computer and mathematical occupations,Sales and office occupations,Sales and related occupations,-
Cost estimator,Public relations specialist,0.7743260867972361,0.93701171875,0.8095703125,17.7,76.2,"Management, business, and financial operations occupations",Professional and related occupations,"Management, professional, and related occupations","Management, business, and financial operations occupations",Business and financial operations occupations,"Management, professional, and related occupations",Professional and related occupations,"Arts, design, entertainment, sports, and media occupations"
Logistician,Compliance officer,0.7742290022640845,0.947265625,0.79833984375,38.7,51.8,"Management, business, and financial operations occupations","Management, business, and financial operations occupations","Management, professional, and related occupations","Management, business, and financial operations occupations",Business and financial operations occupations,"Management, professional, and related occupations","Management, business, and financial operations occupations",Business and financial operations occupations
Mechanical engineer,Medical scientist,0.7742106844276408,0.9072265625,0.841796875,10.1,51.8,Professional and related occupations,Professional and related occupations,"Management, professional, and related occupations",Professional and related occupations,Architecture and engineering occupations,"Management, professional, and related occupations",Professional and related occupations,"Life, physical, and social science occupations"
Occupational health and safety specialist,Advertising sales agent,0.7735072795082027,0.8876953125,0.8623046875,17.9,52.7,Professional and related occupations,Sales and office occupations,"Management, professional, and related occupations",Professional and related occupations,"Life, physical, and social science occupations",Sales and office occupations,Sales and related occupations,-
Property assessor,Lodging manager,0.7724576674799786,0.90966796875,0.83740234375,34.2,61.6,"Management, business, and financial operations occupations","Management, business, and financial operations occupations","Management, professional, and related occupations","Management, business, and financial operations occupations",Business and financial operations occupations,"Management, professional, and related occupations","Management, business, and financial operations occupations",Management occupations
Software quality tester,Insurance sales agent,0.771816543204449,0.94775390625,0.79541015625,44.1,54.9,Professional and related occupations,Sales and office occupations,"Management, professional, and related occupations",Professional and related occupations,Computer and mathematical occupations,Sales and office occupations,Sales and related occupations,-
Wastewater treatment system operator,Filling machine operator,0.7717597579114736,0.94140625,0.80224609375,7.3,57.3,"Production, transportation, and material moving occupations","Production, transportation, and material moving occupations","Production, transportation, and material moving occupations",Production occupations,-,"Production, transportation, and material moving occupations",Production occupations,-
First-line supervisor of housekeeping and janitorial workers,First-line supervisor of food preparation and serving workers,0.7716278694890789,0.888671875,0.859375,44.1,53.5,Service occupations,Service occupations,Service occupations,Building and grounds cleaning and maintenance occupations,-,Service occupations,Food preparation and serving related occupations,-
Computer systems manager,Compliance officer,0.7712395313564724,0.9296875,0.814453125,27.7,51.8,"Management, business, and financial operations occupations","Management, business, and financial operations occupations","Management, professional, and related occupations","Management, business, and financial operations occupations",Management occupations,"Management, professional, and related occupations","Management, business, and financial operations occupations",Business and financial operations occupations
Database administrator,File Clerk,0.7711003157995002,0.939453125,0.8037109375,30.8,76.0,Professional and related occupations,Sales and office occupations,"Management, professional, and related occupations",Professional and related occupations,Computer and mathematical occupations,Sales and office occupations,Office and administrative support occupations,-
First-line supervisor of retail sales workers,First-line supervisor of food preparation and serving workers,0.7709940723481268,0.8642578125,0.88525390625,44.6,53.5,Sales and office occupations,Service occupations,Sales and office occupations,Sales and related occupations,-,Service occupations,Food preparation and serving related occupations,-
Database administrator,Billing and posting clerk,0.7703163123997099,0.953125,0.7880859375,30.8,91.4,Professional and related occupations,Sales and office occupations,"Management, professional, and related occupations",Professional and related occupations,Computer and mathematical occupations,Sales and office occupations,Office and administrative support occupations,-
Software quality tester,Payroll and timekeeping clerk,0.7697850951428424,0.9697265625,0.76953125,44.1,88.2,Professional and related occupations,Sales and office occupations,"Management, professional, and related occupations",Professional and related occupations,Computer and mathematical occupations,Sales and office occupations,Office and administrative support occupations,-
Property assessor,Executive secretary,0.7697667773063988,0.9296875,0.81298828125,34.2,90.0,"Management, business, and financial operations occupations",Sales and office occupations,"Management, professional, and related occupations","Management, business, and financial operations occupations",Business and financial operations occupations,Sales and office occupations,Office and administrative support occupations,-
Property assessor,First-line supervisor of office and administrative support workers,0.7686310714468892,0.93359375,0.8076171875,34.2,65.8,"Management, business, and financial operations occupations",Sales and office occupations,"Management, professional, and related occupations","Management, business, and financial operations occupations",Business and financial operations occupations,Sales and office occupations,Office and administrative support occupations,-
Web developer,Insurance claims and policy processing clerk,0.7683544721165894,0.97021484375,0.767578125,19.4,80.1,Professional and related occupations,Sales and office occupations,"Management, professional, and related occupations",Professional and related occupations,Computer and mathematical occupations,Sales and office occupations,Office and administrative support occupations,-
Database administrator,Receptionist,0.7681951069395292,0.9228515625,0.81884765625,30.8,89.1,Professional and related occupations,Sales and office occupations,"Management, professional, and related occupations",Professional and related occupations,Computer and mathematical occupations,Sales and office occupations,Office and administrative support occupations,-
Personal financial advisor,Mental health counselor,0.7677151796247041,0.89453125,0.84912109375,32.6,74.6,"Management, business, and financial operations occupations",Professional and related occupations,"Management, professional, and related occupations","Management, business, and financial operations occupations",Business and financial operations occupations,"Management, professional, and related occupations",Professional and related occupations,Community and social service occupations
Cost estimator,Executive secretary,0.7663743139970252,0.947265625,0.79052734375,17.7,90.0,"Management, business, and financial operations occupations",Sales and office occupations,"Management, professional, and related occupations","Management, business, and financial operations occupations",Business and financial operations occupations,Sales and office occupations,Office and administrative support occupations,-
Cost estimator,Insurance sales agent,0.7663047062185391,0.9521484375,0.78515625,17.7,54.9,"Management, business, and financial operations occupations",Sales and office occupations,"Management, professional, and related occupations","Management, business, and financial operations occupations",Business and financial operations occupations,Sales and office occupations,Sales and related occupations,-
Cost estimator,Tax preparer,0.766235098440053,0.95703125,0.77978515625,17.7,66.3,"Management, business, and financial operations occupations","Management, business, and financial operations occupations","Management, professional, and related occupations","Management, business, and financial operations occupations",Business and financial operations occupations,"Management, professional, and related occupations","Management, business, and financial operations occupations",Business and financial operations occupations
Cost estimator,Real estate broker,0.76595300375882,0.9423828125,0.79541015625,17.7,57.0,"Management, business, and financial operations occupations",Sales and office occupations,"Management, professional, and related occupations","Management, business, and financial operations occupations",Business and financial operations occupations,Sales and office occupations,Sales and related occupations,-
Occupational health and safety specialist,Insurance claims and policy processing clerk,0.7658632463602459,0.89013671875,0.85205078125,17.9,80.1,Professional and related occupations,Sales and office occupations,"Management, professional, and related occupations",Professional and related occupations,"Life, physical, and social science occupations",Sales and office occupations,Office and administrative support occupations,-
First-line supervisor of retail sales workers,Insurance sales agent,0.7654437679056851,0.90234375,0.83837890625,44.6,54.9,Sales and office occupations,Sales and office occupations,Sales and office occupations,Sales and related occupations,-,Sales and office occupations,Sales and related occupations,-
Personal financial advisor,Real estate broker,0.765190981762762,0.8994140625,0.84130859375,32.6,57.0,"Management, business, and financial operations occupations",Sales and office occupations,"Management, professional, and related occupations","Management, business, and financial operations occupations",Business and financial operations occupations,Sales and office occupations,Sales and related occupations,-
Lawyer,Public relations specialist,0.7649272049179727,0.9248046875,0.8134765625,39.5,76.2,Professional and related occupations,Professional and related occupations,"Management, professional, and related occupations",Professional and related occupations,Legal occupations,"Management, professional, and related occupations",Professional and related occupations,"Arts, design, entertainment, sports, and media occupations"
Materials engineer,Medical appliance technician,0.7643959876611053,0.94140625,0.794921875,13.5,58.9,Professional and related occupations,"Production, transportation, and material moving occupations","Management, professional, and related occupations",Professional and related occupations,Architecture and engineering occupations,"Production, transportation, and material moving occupations",Production occupations,-
Database administrator,Legal secretary,0.7628792708035669,0.923828125,0.8125,30.8,96.4,Professional and related occupations,Sales and office occupations,"Management, professional, and related occupations",Professional and related occupations,Computer and mathematical occupations,Sales and office occupations,Office and administrative support occupations,-
Cost estimator,Loan officer,0.762602671473267,0.96044921875,0.7724609375,17.7,51.6,"Management, business, and financial operations occupations","Management, business, and financial operations occupations","Management, professional, and related occupations","Management, business, and financial operations occupations",Business and financial operations occupations,"Management, professional, and related occupations","Management, business, and financial operations occupations",Business and financial operations occupations
Chemical technician,Pharmacy technician,0.7625495497475803,0.857421875,0.88427734375,35.0,79.3,Professional and related occupations,Professional and related occupations,"Management, professional, and related occupations",Professional and related occupations,"Life, physical, and social science occupations","Management, professional, and related occupations",Professional and related occupations,Healthcare practitioners and technical occupations
Chemical technician,Medical appliance technician,0.7624689512672279,0.890625,0.84814453125,35.0,58.9,Professional and related occupations,"Production, transportation, and material moving occupations","Management, professional, and related occupations",Professional and related occupations,"Life, physical, and social science occupations","Production, transportation, and material moving occupations",Production occupations,-
Web developer,Receptionist,0.762305922522879,0.93994140625,0.79443359375,19.4,89.1,Professional and related occupations,Sales and office occupations,"Management, professional, and related occupations",Professional and related occupations,Computer and mathematical occupations,Sales and office occupations,Office and administrative support occupations,-
Chief executive,Compliance officer,0.7619670425486704,0.9189453125,0.81689453125,30.6,51.8,"Management, business, and financial operations occupations","Management, business, and financial operations occupations","Management, professional, and related occupations","Management, business, and financial operations occupations",Management occupations,"Management, professional, and related occupations","Management, business, and financial operations occupations",Business and financial operations occupations
Counter and rental clerk,File Clerk,0.7619194161739169,0.8671875,0.873046875,38.7,76.0,Sales and office occupations,Sales and office occupations,Sales and office occupations,Sales and related occupations,-,Sales and office occupations,Office and administrative support occupations,-
Director,Editor,0.7616593028964163,0.9267578125,0.80810546875,43.6,56.6,Professional and related occupations,Professional and related occupations,"Management, professional, and related occupations",Professional and related occupations,"Arts, design, entertainment, sports, and media occupations","Management, professional, and related occupations",Professional and related occupations,"Arts, design, entertainment, sports, and media occupations"
Software quality tester,Loan interviewer,0.7616336579253951,0.94921875,0.78369140625,44.1,76.9,Professional and related occupations,Sales and office occupations,"Management, professional, and related occupations",Professional and related occupations,Computer and mathematical occupations,Sales and office occupations,Office and administrative support occupations,-
Occupational health and safety specialist,Medical and health services manager,0.7603587365089135,0.83203125,0.90966796875,17.9,71.8,Professional and related occupations,"Management, business, and financial operations occupations","Management, professional, and related occupations",Professional and related occupations,"Life, physical, and social science occupations","Management, professional, and related occupations","Management, business, and financial operations occupations",Management occupations
Counter and rental clerk,Postal service clerk,0.7595197795997919,0.8564453125,0.88232421875,38.7,54.1,Sales and office occupations,Sales and office occupations,Sales and office occupations,Sales and related occupations,-,Sales and office occupations,Office and administrative support occupations,-
Food service manager,Social and human service assistant,0.7593915547446859,0.837890625,0.90234375,46.7,75.3,"Management, business, and financial operations occupations",Professional and related occupations,"Management, professional, and related occupations","Management, business, and financial operations occupations",Management occupations,"Management, professional, and related occupations",Professional and related occupations,Community and social service occupations
Actor,Artist,0.7593549190717985,0.888671875,0.84716796875,47.0,51.6,Professional and related occupations,Professional and related occupations,"Management, professional, and related occupations",Professional and related occupations,"Arts, design, entertainment, sports, and media occupations","Management, professional, and related occupations",Professional and related occupations,"Arts, design, entertainment, sports, and media occupations"
Computer systems manager,Executive secretary,0.7592193670821152,0.9326171875,0.79931640625,27.7,90.0,"Management, business, and financial operations occupations",Sales and office occupations,"Management, professional, and related occupations","Management, business, and financial operations occupations",Management occupations,Sales and office occupations,Office and administrative support occupations,-
First-line supervisor of production and operating workers,Order clerk,0.7581807457557572,0.92626953125,0.80517578125,23.5,58.3,"Production, transportation, and material moving occupations",Sales and office occupations,"Production, transportation, and material moving occupations",Production occupations,-,Sales and office occupations,Office and administrative support occupations,-
First-line supervisor of security workers,Compliance officer,0.7573802563031675,0.9169921875,0.814453125,22.5,51.8,Service occupations,"Management, business, and financial operations occupations",Service occupations,Protective service occupations,-,"Management, professional, and related occupations","Management, business, and financial operations occupations",Business and financial operations occupations
Food service manager,Medical and health services manager,0.7562628682801017,0.830078125,0.90771484375,46.7,71.8,"Management, business, and financial operations occupations","Management, business, and financial operations occupations","Management, professional, and related occupations","Management, business, and financial operations occupations",Management occupations,"Management, professional, and related occupations","Management, business, and financial operations occupations",Management occupations
Personal financial advisor,Tax preparer,0.7557518006433224,0.90380859375,0.8271484375,32.6,66.3,"Management, business, and financial operations occupations","Management, business, and financial operations occupations","Management, professional, and related occupations","Management, business, and financial operations occupations",Business and financial operations occupations,"Management, professional, and related occupations","Management, business, and financial operations occupations",Business and financial operations occupations
Computer systems manager,Loan officer,0.7557261556723012,0.92626953125,0.802734375,27.7,51.6,"Management, business, and financial operations occupations","Management, business, and financial operations occupations","Management, professional, and related occupations","Management, business, and financial operations occupations",Management occupations,"Management, professional, and related occupations","Management, business, and financial operations occupations",Business and financial operations occupations
Personal financial advisor,Fundraiser,0.7555631269279524,0.9755859375,0.7490234375,32.6,74.9,"Management, business, and financial operations occupations","Management, business, and financial operations occupations","Management, professional, and related occupations","Management, business, and financial operations occupations",Business and financial operations occupations,"Management, professional, and related occupations","Management, business, and financial operations occupations",Business and financial operations occupations
Database administrator,Loan officer,0.7553469764579166,0.921875,0.80712890625,30.8,51.6,Professional and related occupations,"Management, business, and financial operations occupations","Management, professional, and related occupations",Professional and related occupations,Computer and mathematical occupations,"Management, professional, and related occupations","Management, business, and financial operations occupations",Business and financial operations occupations
First-line supervisor of production and operating workers,Filling machine operator,0.7549989375654863,0.9462890625,0.7802734375,23.5,57.3,"Production, transportation, and material moving occupations","Production, transportation, and material moving occupations","Production, transportation, and material moving occupations",Production occupations,-,"Production, transportation, and material moving occupations",Production occupations,-
Software quality tester,Public relations specialist,0.7548560584412254,0.921875,0.806640625,44.1,76.2,Professional and related occupations,Professional and related occupations,"Management, professional, and related occupations",Professional and related occupations,Computer and mathematical occupations,"Management, professional, and related occupations",Professional and related occupations,"Arts, design, entertainment, sports, and media occupations"
Chemical technician,Medical assistant,0.7547534785571406,0.880859375,0.85107421875,35.0,88.8,Professional and related occupations,Service occupations,"Management, professional, and related occupations",Professional and related occupations,"Life, physical, and social science occupations",Service occupations,Healthcare support occupations,-
Database administrator,Customer service representative,0.7545446552216825,0.8955078125,0.8349609375,30.8,65.3,Professional and related occupations,Sales and office occupations,"Management, professional, and related occupations",Professional and related occupations,Computer and mathematical occupations,Sales and office occupations,Office and administrative support occupations,-
Electrical and electronic engineering technician,Insurance claims and policy processing clerk,0.7528594142688618,0.8759765625,0.8544921875,11.6,80.1,Professional and related occupations,Sales and office occupations,"Management, professional, and related occupations",Professional and related occupations,Architecture and engineering occupations,Sales and office occupations,Office and administrative support occupations,-
Occupational health and safety specialist,Social and human service assistant,0.7521560093494237,0.8564453125,0.875,17.9,75.3,Professional and related occupations,Professional and related occupations,"Management, professional, and related occupations",Professional and related occupations,"Life, physical, and social science occupations","Management, professional, and related occupations",Professional and related occupations,Community and social service occupations
Database administrator,Advertising sales agent,0.752009466657874,0.9287109375,0.79638671875,30.8,52.7,Professional and related occupations,Sales and office occupations,"Management, professional, and related occupations",Professional and related occupations,Computer and mathematical occupations,Sales and office occupations,Sales and related occupations,-
Mechanical engineer,Filling machine operator,0.7504671048293143,0.93359375,0.78955078125,10.1,57.3,Professional and related occupations,"Production, transportation, and material moving occupations","Management, professional, and related occupations",Professional and related occupations,Architecture and engineering occupations,"Production, transportation, and material moving occupations",Production occupations,-
Cutting worker,Filling machine operator,0.7504524505601595,0.927734375,0.7958984375,31.1,57.3,"Production, transportation, and material moving occupations","Production, transportation, and material moving occupations","Production, transportation, and material moving occupations",Production occupations,-,"Production, transportation, and material moving occupations",Production occupations,-
Counter and rental clerk,Customer service representative,0.750049458158398,0.83203125,0.8994140625,38.7,65.3,Sales and office occupations,Sales and office occupations,Sales and office occupations,Sales and related occupations,-,Sales and office occupations,Office and administrative support occupations,-
Counter and rental clerk,Cashier,0.7491482206053679,0.9296875,0.79248046875,38.7,69.8,Sales and office occupations,Sales and office occupations,Sales and office occupations,Sales and related occupations,-,Sales and office occupations,Sales and related occupations,-
Emergency medical technician,Veterinary technician,0.7487635460400501,0.8740234375,0.8525390625,39.4,89.9,Professional and related occupations,Professional and related occupations,"Management, professional, and related occupations",Professional and related occupations,Healthcare practitioners and technical occupations,"Management, professional, and related occupations",Professional and related occupations,Healthcare practitioners and technical occupations
Computer programmer,Graphic designer,0.7486463118868104,0.9580078125,0.76123046875,21.5,54.7,Professional and related occupations,Professional and related occupations,"Management, professional, and related occupations",Professional and related occupations,Computer and mathematical occupations,"Management, professional, and related occupations",Professional and related occupations,"Arts, design, entertainment, sports, and media occupations"
First-line supervisor of housekeeping and janitorial workers,First-line supervisor of office and administrative support workers,0.7483568900709999,0.875,0.85107421875,44.1,65.8,Service occupations,Sales and office occupations,Service occupations,Building and grounds cleaning and maintenance occupations,-,Sales and office occupations,Office and administrative support occupations,-
Computer systems manager,Legal secretary,0.7481224217645206,0.912109375,0.810546875,27.7,96.4,"Management, business, and financial operations occupations",Sales and office occupations,"Management, professional, and related occupations","Management, business, and financial operations occupations",Management occupations,Sales and office occupations,Office and administrative support occupations,-
Computer support specialist,Receptionist,0.7480235054477246,0.9052734375,0.81787109375,26.2,89.1,Professional and related occupations,Sales and office occupations,"Management, professional, and related occupations",Professional and related occupations,Computer and mathematical occupations,Sales and office occupations,Office and administrative support occupations,-
Boiler operator,Filling machine operator,0.7479978604767034,0.927734375,0.79345703125,7.1,57.3,"Production, transportation, and material moving occupations","Production, transportation, and material moving occupations","Production, transportation, and material moving occupations",Production occupations,-,"Production, transportation, and material moving occupations",Production occupations,-
Counter and rental clerk,Receptionist,0.7477670557375127,0.8681640625,0.85791015625,38.7,89.1,Sales and office occupations,Sales and office occupations,Sales and office occupations,Sales and related occupations,-,Sales and office occupations,Office and administrative support occupations,-
Web developer,Loan interviewer,0.7446603506766609,0.9345703125,0.78271484375,19.4,76.9,Professional and related occupations,Sales and office occupations,"Management, professional, and related occupations",Professional and related occupations,Computer and mathematical occupations,Sales and office occupations,Office and administrative support occupations,-
Dentist,Dental assistant,0.7444863312304457,0.88134765625,0.84033203125,39.5,92.8,Professional and related occupations,Service occupations,"Management, professional, and related occupations",Professional and related occupations,Healthcare practitioners and technical occupations,Service occupations,Healthcare support occupations,-
Lawyer,Real estate broker,0.7441089837997055,0.89404296875,0.826171875,39.5,57.0,Professional and related occupations,Sales and office occupations,"Management, professional, and related occupations",Professional and related occupations,Legal occupations,Sales and office occupations,Sales and related occupations,-
Logistician,Loan officer,0.7440448713721526,0.9501953125,0.76513671875,38.7,51.6,"Management, business, and financial operations occupations","Management, business, and financial operations occupations","Management, professional, and related occupations","Management, business, and financial operations occupations",Business and financial operations occupations,"Management, professional, and related occupations","Management, business, and financial operations occupations",Business and financial operations occupations
Lawyer,Mental health counselor,0.7440118992665539,0.904296875,0.81494140625,39.5,74.6,Professional and related occupations,Professional and related occupations,"Management, professional, and related occupations",Professional and related occupations,Legal occupations,"Management, professional, and related occupations",Professional and related occupations,Community and social service occupations
Database administrator,Insurance claims and policy processing clerk,0.7436510378886129,0.93994140625,0.77587890625,30.8,80.1,Professional and related occupations,Sales and office occupations,"Management, professional, and related occupations",Professional and related occupations,Computer and mathematical occupations,Sales and office occupations,Office and administrative support occupations,-
Occupational health and safety specialist,Payroll and timekeeping clerk,0.7433103261307601,0.90185546875,0.81689453125,17.9,88.2,Professional and related occupations,Sales and office occupations,"Management, professional, and related occupations",Professional and related occupations,"Life, physical, and social science occupations",Sales and office occupations,Office and administrative support occupations,-
Mechanical engineer,Medical appliance technician,0.7432572044050734,0.9296875,0.78662109375,10.1,58.9,Professional and related occupations,"Production, transportation, and material moving occupations","Management, professional, and related occupations",Professional and related occupations,Architecture and engineering occupations,"Production, transportation, and material moving occupations",Production occupations,-
Surgeon,Surgical technologist,0.7430740260406363,0.921875,0.794921875,20.0,76.9,Professional and related occupations,Professional and related occupations,"Management, professional, and related occupations",Professional and related occupations,Healthcare practitioners and technical occupations,"Management, professional, and related occupations",Professional and related occupations,Healthcare practitioners and technical occupations
Electrical and electronics engineer,Medical scientist,0.7426069212113219,0.88232421875,0.83740234375,11.6,51.8,Professional and related occupations,Professional and related occupations,"Management, professional, and related occupations",Professional and related occupations,Architecture and engineering occupations,"Management, professional, and related occupations",Professional and related occupations,"Life, physical, and social science occupations"
Electrical and electronic engineering technician,Medical and health services manager,0.7426014258603888,0.8310546875,0.89306640625,11.6,71.8,Professional and related occupations,"Management, business, and financial operations occupations","Management, professional, and related occupations",Professional and related occupations,Architecture and engineering occupations,"Management, professional, and related occupations","Management, business, and financial operations occupations",Management occupations
Surgeon,Biological scientist,0.7425391452164802,0.904296875,0.8134765625,20.0,55.0,Professional and related occupations,Professional and related occupations,"Management, professional, and related occupations",Professional and related occupations,Healthcare practitioners and technical occupations,"Management, professional, and related occupations",Professional and related occupations,"Life, physical, and social science occupations"
Director,Artist,0.7425098366781702,0.892578125,0.826171875,43.6,51.6,Professional and related occupations,Professional and related occupations,"Management, professional, and related occupations",Professional and related occupations,"Arts, design, entertainment, sports, and media occupations","Management, professional, and related occupations",Professional and related occupations,"Arts, design, entertainment, sports, and media occupations"
Occupational health and safety specialist,Customer service representative,0.7421544706511625,0.8486328125,0.87353515625,17.9,65.3,Professional and related occupations,Sales and office occupations,"Management, professional, and related occupations",Professional and related occupations,"Life, physical, and social science occupations",Sales and office occupations,Office and administrative support occupations,-
Computer support specialist,Public safety telecommunicator,0.7413338315784845,0.9130859375,0.802734375,26.2,78.2,Professional and related occupations,Sales and office occupations,"Management, professional, and related occupations",Professional and related occupations,Computer and mathematical occupations,Sales and office occupations,Office and administrative support occupations,-
Electrical and electronic engineering technician,Payroll and timekeeping clerk,0.7410920361374278,0.8818359375,0.83642578125,11.6,88.2,Professional and related occupations,Sales and office occupations,"Management, professional, and related occupations",Professional and related occupations,Architecture and engineering occupations,Sales and office occupations,Office and administrative support occupations,-
Logistician,Paralegal,0.7410663911664066,0.904296875,0.81201171875,38.7,83.0,"Management, business, and financial operations occupations",Professional and related occupations,"Management, professional, and related occupations","Management, business, and financial operations occupations",Business and financial operations occupations,"Management, professional, and related occupations",Professional and related occupations,Legal occupations
Postal service mail carrier,Postal service clerk,0.740806277888906,0.8330078125,0.88916015625,34.7,54.1,Sales and office occupations,Sales and office occupations,Sales and office occupations,Office and administrative support occupations,-,Sales and office occupations,Office and administrative support occupations,-
Printing press operator,Sewing machine operator,0.7406963708702438,0.8544921875,0.86572265625,24.7,70.7,"Production, transportation, and material moving occupations","Production, transportation, and material moving occupations","Production, transportation, and material moving occupations",Production occupations,-,"Production, transportation, and material moving occupations",Production occupations,-
Web developer,Real estate broker,0.7402677334974612,0.912109375,0.802734375,19.4,57.0,Professional and related occupations,Sales and office occupations,"Management, professional, and related occupations",Professional and related occupations,Computer and mathematical occupations,Sales and office occupations,Sales and related occupations,-
Construction manager,Real estate broker,0.7398977132012983,0.8623046875,0.8564453125,10.6,57.0,"Management, business, and financial operations occupations",Sales and office occupations,"Management, professional, and related occupations","Management, business, and financial operations occupations",Management occupations,Sales and office occupations,Sales and related occupations,-
Cutting worker,Sewing machine operator,0.739732852673305,0.89453125,0.8212890625,31.1,70.7,"Production, transportation, and material moving occupations","Production, transportation, and material moving occupations","Production, transportation, and material moving occupations",Production occupations,-,"Production, transportation, and material moving occupations",Production occupations,-
Occupational health and safety specialist,Supervisor of personal care and service workers,0.7392254486038146,0.87158203125,0.845703125,17.9,65.8,Professional and related occupations,Service occupations,"Management, professional, and related occupations",Professional and related occupations,"Life, physical, and social science occupations",Service occupations,Personal care and service occupations,-
Logistician,Receptionist,0.7390917283977755,0.9326171875,0.779296875,38.7,89.1,"Management, business, and financial operations occupations",Sales and office occupations,"Management, professional, and related occupations","Management, business, and financial operations occupations",Business and financial operations occupations,Sales and office occupations,Office and administrative support occupations,-
Computer support specialist,Loan officer,0.7388352786875636,0.8955078125,0.8193359375,26.2,51.6,Professional and related occupations,"Management, business, and financial operations occupations","Management, professional, and related occupations",Professional and related occupations,Computer and mathematical occupations,"Management, professional, and related occupations","Management, business, and financial operations occupations",Business and financial operations occupations
Web developer,Payroll and timekeeping clerk,0.738337033536295,0.9580078125,0.7509765625,19.4,88.2,Professional and related occupations,Sales and office occupations,"Management, professional, and related occupations",Professional and related occupations,Computer and mathematical occupations,Sales and office occupations,Office and administrative support occupations,-
Occupational health and safety specialist,First-line supervisor of office and administrative support workers,0.73810439701346,0.88134765625,0.833984375,17.9,65.8,Professional and related occupations,Sales and office occupations,"Management, professional, and related occupations",Professional and related occupations,"Life, physical, and social science occupations",Sales and office occupations,Office and administrative support occupations,-
Computer support specialist,Compliance officer,0.737644619318723,0.91015625,0.80224609375,26.2,51.8,Professional and related occupations,"Management, business, and financial operations occupations","Management, professional, and related occupations",Professional and related occupations,Computer and mathematical occupations,"Management, professional, and related occupations","Management, business, and financial operations occupations",Business and financial operations occupations
Materials engineer,Medical and health services manager,0.737080429956257,0.880859375,0.83349609375,13.5,71.8,Professional and related occupations,"Management, business, and financial operations occupations","Management, professional, and related occupations",Professional and related occupations,Architecture and engineering occupations,"Management, professional, and related occupations","Management, business, and financial operations occupations",Management occupations
First-line supervisor of housekeeping and janitorial workers,Social and human service assistant,0.737025476446926,0.8916015625,0.82177734375,44.1,75.3,Service occupations,Professional and related occupations,Service occupations,Building and grounds cleaning and maintenance occupations,-,"Management, professional, and related occupations",Professional and related occupations,Community and social service occupations
Lawyer,School psychologist,0.736298258340111,0.91162109375,0.79931640625,39.5,87.9,Professional and related occupations,Professional and related occupations,"Management, professional, and related occupations",Professional and related occupations,Legal occupations,"Management, professional, and related occupations",Professional and related occupations,"Life, physical, and social science occupations"
Cook,Food preparation worker,0.7362469683980686,0.95654296875,0.75048828125,39.8,58.7,Service occupations,Service occupations,Service occupations,Food preparation and serving related occupations,-,Service occupations,Food preparation and serving related occupations,-
Chemical technician,Medical and health services manager,0.7358861070201277,0.861328125,0.853515625,35.0,71.8,Professional and related occupations,"Management, business, and financial operations occupations","Management, professional, and related occupations",Professional and related occupations,"Life, physical, and social science occupations","Management, professional, and related occupations","Management, business, and financial operations occupations",Management occupations
Chemical engineer,Medical appliance technician,0.7354006843543696,0.91259765625,0.79736328125,21.6,58.9,Professional and related occupations,"Production, transportation, and material moving occupations","Management, professional, and related occupations",Professional and related occupations,Architecture and engineering occupations,"Production, transportation, and material moving occupations",Production occupations,-
Computer systems manager,Billing and posting clerk,0.7353182540903729,0.9287109375,0.77978515625,27.7,91.4,"Management, business, and financial operations occupations",Sales and office occupations,"Management, professional, and related occupations","Management, business, and financial operations occupations",Management occupations,Sales and office occupations,Office and administrative support occupations,-
Supervisor of transportation and material moving workers,Order clerk,0.7350544772455836,0.9541015625,0.751953125,25.5,58.3,"Production, transportation, and material moving occupations",Sales and office occupations,"Production, transportation, and material moving occupations",Transportation and material moving occupations,-,Sales and office occupations,Office and administrative support occupations,-
Materials engineer,Miscellaneous health technician,0.7348108500208823,0.90576171875,0.80419921875,13.5,72.7,Professional and related occupations,Professional and related occupations,"Management, professional, and related occupations",Professional and related occupations,Architecture and engineering occupations,"Management, professional, and related occupations",Professional and related occupations,Healthcare practitioners and technical occupations
Electrical and electronics engineer,Medical appliance technician,0.7347522329442625,0.88232421875,0.82958984375,11.6,58.9,Professional and related occupations,"Production, transportation, and material moving occupations","Management, professional, and related occupations",Professional and related occupations,Architecture and engineering occupations,"Production, transportation, and material moving occupations",Production occupations,-
Computer systems analyst,Billing and posting clerk,0.7346734662475546,0.9326171875,0.77490234375,37.8,91.4,Professional and related occupations,Sales and office occupations,"Management, professional, and related occupations",Professional and related occupations,Computer and mathematical occupations,Sales and office occupations,Office and administrative support occupations,-
